,alpha,probability
0,0.3420299845312104,0.0004000000000000001
1,0.3477568144195018,0.0004000000000000001
2,0.3402261845118302,0.00019999999999999985
3,0.35194722198167017,0.00019999999999999985
4,0.3417492258596436,0.0005999999999999997
5,0.3480580450610692,0.0004000000000000001
6,0.341394672588763,0.00019999999999999985
7,0.3498699072799974,0.00019999999999999985
8,0.34253881100345807,0.00019999999999999985
9,0.3435255590619477,0.00019999999999999985
10,0.33967180359759086,0.00019999999999999985
11,0.3403847897754791,0.00019999999999999985
12,0.34337834167633463,0.00019999999999999985
13,0.34953242399189965,0.0005999999999999997
14,0.3508276459059273,0.00019999999999999985
15,0.34194475765790844,0.00019999999999999985
16,0.34301901349976444,0.00019999999999999985
17,0.3500063838406181,0.00019999999999999985
18,0.3370066487751481,0.00019999999999999985
19,0.3445296710723862,0.00019999999999999985
20,0.34980290476072373,0.00019999999999999985
21,0.3515107065365629,0.0004000000000000001
22,0.34979967455511474,0.00019999999999999985
23,0.3379463149651616,0.00019999999999999985
24,0.3396386005328883,0.00019999999999999985
25,0.3374345290419233,0.00019999999999999985
26,0.35203888357542534,0.0004000000000000001
27,0.3430024620355318,0.00019999999999999985
28,0.35010451112114455,0.00019999999999999985
29,0.3431647563707802,0.0004000000000000001
30,0.33877128817367697,0.00019999999999999985
31,0.3457875068959793,0.00019999999999999985
32,0.34144873237592255,0.00019999999999999985
33,0.34678741825414644,0.00019999999999999985
34,0.35178372526700186,0.0004000000000000001
35,0.34847835252656845,0.00019999999999999985
36,0.3429266732674218,0.00019999999999999985
37,0.35155459585732735,0.0004000000000000001
38,0.3441980026557177,0.0004000000000000001
39,0.3427390318525906,0.00019999999999999985
40,0.3447086872468633,0.00019999999999999985
41,0.3426397877586065,0.00019999999999999985
42,0.3499433731190785,0.00019999999999999985
43,0.346403058787384,0.0008000000000000003
44,0.3453330020617692,0.00019999999999999985
45,0.3485328015220835,0.00019999999999999985
46,0.3388447569365671,0.0004000000000000001
47,0.34031956230971394,0.00019999999999999985
48,0.34015919739200784,0.0005999999999999997
49,0.34302164139256575,0.00019999999999999985
50,0.35062877842788326,0.00019999999999999985
51,0.35069766367075583,0.00019999999999999985
52,0.3388232240336341,0.0004000000000000001
53,0.3400785551356524,0.00019999999999999985
54,0.3405326410622814,0.0004000000000000001
55,0.34669687615940953,0.00019999999999999985
56,0.3508445689441096,0.0004000000000000001
57,0.3399688530582744,0.00019999999999999985
58,0.34503207427117344,0.0008000000000000003
59,0.34668392538128,0.0005999999999999997
60,0.341145358812715,0.00019999999999999985
61,0.3477085962697019,0.00019999999999999985
62,0.351629497520477,0.00019999999999999985
63,0.3425575187305984,0.00019999999999999985
64,0.3397384686006265,0.0008000000000000003
65,0.3502143551109808,0.0005999999999999997
66,0.3492536722269203,0.0004000000000000001
67,0.34872829363871116,0.00019999999999999985
68,0.34577170091412535,0.00019999999999999985
69,0.34387046069549676,0.0005999999999999997
70,0.34412503316177034,0.00019999999999999985
71,0.3441017864276258,0.00019999999999999985
72,0.35089267132213775,0.00019999999999999985
73,0.3497198976932664,0.0005999999999999997
74,0.34423729702629025,0.0004000000000000001
75,0.3387209275350933,0.0004000000000000001
76,0.341589200952591,0.0005999999999999997
77,0.3388768993415209,0.00019999999999999985
78,0.33732226897355666,0.00019999999999999985
79,0.3491789320142619,0.00019999999999999985
80,0.338235213606534,0.00019999999999999985
81,0.35112231583643433,0.0004000000000000001
82,0.34441506608646133,0.0004000000000000001
83,0.34541577225052134,0.00019999999999999985
84,0.34612493591859866,0.00019999999999999985
85,0.33760096176252163,0.0010000000000000002
86,0.34228195138779977,0.00019999999999999985
87,0.3382339283658058,0.0005999999999999997
88,0.3379082778435133,0.00019999999999999985
89,0.3481226645056664,0.00019999999999999985
90,0.34853341195458587,0.0004000000000000001
91,0.3421138117456276,0.0004000000000000001
92,0.3477789963896395,0.00019999999999999985
93,0.3382951728291291,0.00019999999999999985
94,0.3479358353363087,0.0008000000000000003
95,0.3448005552170197,0.0008000000000000003
96,0.3481170966621417,0.0004000000000000001
97,0.3452269099367014,0.0008000000000000003
98,0.34089017553291556,0.0004000000000000001
99,0.34342940643412223,0.00019999999999999985
100,0.35064164646068063,0.0008000000000000003
101,0.3400094911470018,0.00019999999999999985
102,0.3387767818828511,0.00019999999999999985
103,0.34862070666855033,0.00019999999999999985
104,0.35041014274479093,0.0004000000000000001
105,0.3406389874192675,0.00019999999999999985
106,0.34459488855896975,0.00019999999999999985
107,0.34833113618718126,0.00019999999999999985
108,0.34195575864260563,0.00019999999999999985
109,0.33966975189098825,0.0004000000000000001
110,0.3504324509557,0.00019999999999999985
111,0.3399657668995864,0.00019999999999999985
112,0.35208027992031476,0.00019999999999999985
113,0.33725455199059867,0.0004000000000000001
114,0.3520726068266924,0.00019999999999999985
115,0.3375049897815746,0.00019999999999999985
116,0.3466393858811958,0.0004000000000000001
117,0.3452606319322531,0.0004000000000000001
118,0.34006897532552527,0.00019999999999999985
119,0.3498596109829476,0.00019999999999999985
120,0.34107688713582335,0.0008000000000000003
121,0.34943738060763785,0.00019999999999999985
122,0.33938287201187967,0.0008000000000000003
123,0.34240748560567286,0.0004000000000000001
124,0.34287327314229127,0.00019999999999999985
125,0.33864149229365914,0.00019999999999999985
126,0.3520692964393761,0.00019999999999999985
127,0.33816284180469647,0.0004000000000000001
128,0.3407885964032603,0.00019999999999999985
129,0.3517653230319722,0.0004000000000000001
130,0.34759411816164154,0.00019999999999999985
131,0.3385763277195849,0.00019999999999999985
132,0.3518077822785105,0.0004000000000000001
133,0.34070066887596884,0.00019999999999999985
134,0.34159583395650195,0.0004000000000000001
135,0.3407208019058976,0.0004000000000000001
136,0.34488777093480577,0.0005999999999999997
137,0.34222622726665597,0.00019999999999999985
138,0.3518542170021093,0.00019999999999999985
139,0.3481632318020018,0.0005999999999999997
140,0.3443215038482869,0.00019999999999999985
141,0.3375105310426588,0.0004000000000000001
142,0.3505468343850555,0.00019999999999999985
143,0.3508755159759903,0.00019999999999999985
144,0.35054176249471825,0.00019999999999999985
145,0.3372165073738333,0.00019999999999999985
146,0.3408837601594944,0.00019999999999999985
147,0.343091343562172,0.00019999999999999985
148,0.34290006010325896,0.00019999999999999985
149,0.3376957393159358,0.0004000000000000001
150,0.34712947394002386,0.00019999999999999985
151,0.34056394165489745,0.0004000000000000001
152,0.33986164413778897,0.0004000000000000001
153,0.3503548165312367,0.00019999999999999985
154,0.340050242795092,0.00019999999999999985
155,0.34219374532037705,0.0004000000000000001
156,0.3417051427482311,0.0004000000000000001
157,0.33731289957638394,0.00019999999999999985
158,0.34316570064332214,0.00019999999999999985
159,0.35097988705380256,0.00019999999999999985
160,0.34434842189621967,0.0004000000000000001
161,0.33976067719807307,0.00019999999999999985
162,0.3409861402530181,0.00019999999999999985
163,0.35005543558713237,0.00019999999999999985
164,0.34312239022089985,0.00019999999999999985
165,0.34557992494756135,0.00019999999999999985
166,0.34200003960092945,0.00019999999999999985
167,0.34095659284156177,0.0004000000000000001
168,0.3436666380099881,0.0004000000000000001
169,0.34692093702362836,0.00019999999999999985
170,0.3428079470147909,0.00019999999999999985
171,0.3472383145836726,0.00019999999999999985
172,0.33870641668167756,0.00019999999999999985
173,0.3499736907753368,0.00019999999999999985
174,0.35172766988648835,0.00019999999999999985
175,0.3477976571755594,0.00019999999999999985
176,0.3370846405169673,0.00019999999999999985
177,0.3419840633186368,0.00019999999999999985
178,0.33725285718827225,0.00019999999999999985
179,0.34321485151255055,0.0004000000000000001
180,0.3485783045032885,0.0004000000000000001
181,0.33765710292135676,0.0004000000000000001
182,0.34238381190402556,0.00019999999999999985
183,0.34420087233553626,0.0005999999999999997
184,0.34491432436347286,0.0008000000000000003
185,0.34200887080993436,0.0005999999999999997
186,0.351522333892079,0.0004000000000000001
187,0.3482245955359054,0.0008000000000000003
188,0.3424340619999273,0.0004000000000000001
189,0.3506726638760054,0.00019999999999999985
190,0.34072610396468156,0.00019999999999999985
191,0.3389872517160337,0.00019999999999999985
192,0.3458793608844426,0.00019999999999999985
193,0.3485023016354784,0.00019999999999999985
194,0.35052300533742714,0.0005999999999999997
195,0.3458965619402004,0.00019999999999999985
196,0.34712345991655347,0.00019999999999999985
197,0.34371307900173653,0.00019999999999999985
198,0.351497306905479,0.0004000000000000001
199,0.3407513770620787,0.0010000000000000002
200,0.3485966459816376,0.0004000000000000001
201,0.35060076661072886,0.00019999999999999985
202,0.3401794813117205,0.0005999999999999997
203,0.3420623977823964,0.00019999999999999985
204,0.3473065795672609,0.0008000000000000003
205,0.3387690178230601,0.00019999999999999985
206,0.3382071764916464,0.0005999999999999997
207,0.33893520367246677,0.00019999999999999985
208,0.3382963451604727,0.00019999999999999985
209,0.3487265509622921,0.0004000000000000001
210,0.3477305797830865,0.0004000000000000001
211,0.3369751565617661,0.0008000000000000003
212,0.3506788791930826,0.0005999999999999997
213,0.3447581810918552,0.0004000000000000001
214,0.3457444089147208,0.00019999999999999985
215,0.34521289570656705,0.00019999999999999985
216,0.342694992339575,0.00019999999999999985
217,0.34733124570065416,0.0005999999999999997
218,0.34060201282804525,0.00019999999999999985
219,0.3377760100442413,0.00019999999999999985
220,0.3474235132194221,0.00019999999999999985
221,0.34203463412100754,0.0005999999999999997
222,0.3495039118173351,0.0005999999999999997
223,0.3471453359578466,0.00019999999999999985
224,0.3414882514288861,0.00019999999999999985
225,0.3466964025201821,0.00019999999999999985
226,0.34972077429290915,0.0010000000000000002
227,0.33887949551782826,0.0008000000000000003
228,0.3392083414490675,0.0004000000000000001
229,0.33920876005450895,0.0004000000000000001
230,0.3397418743942449,0.00019999999999999985
231,0.3469994600167847,0.00019999999999999985
232,0.3380785186861595,0.00019999999999999985
233,0.34915382188355987,0.0005999999999999997
234,0.3380258807967847,0.00019999999999999985
235,0.3466537164068453,0.0004000000000000001
236,0.3460215470565753,0.0005999999999999997
237,0.3421278310500513,0.00019999999999999985
238,0.34689281747603534,0.00019999999999999985
239,0.3412617892050604,0.0004000000000000001
240,0.3448375142863022,0.0005999999999999997
241,0.3425344023459214,0.0004000000000000001
242,0.3401018813363605,0.00019999999999999985
243,0.34837556935566705,0.00019999999999999985
244,0.34284468569031645,0.00019999999999999985
245,0.3510577743569543,0.0004000000000000001
246,0.3389979466423526,0.0004000000000000001
247,0.34913469890947657,0.00019999999999999985
248,0.3443248172206729,0.00019999999999999985
249,0.3476859544021728,0.0004000000000000001
250,0.3490686246809164,0.0008000000000000003
251,0.3424453157643427,0.0005999999999999997
252,0.33755788282062116,0.00019999999999999985
253,0.34639401550010696,0.0004000000000000001
254,0.3470403904464042,0.00019999999999999985
255,0.3418177217092511,0.00019999999999999985
256,0.33944663205715725,0.0004000000000000001
257,0.34665735602483994,0.0005999999999999997
258,0.34621316039091243,0.00019999999999999985
259,0.34919671230824556,0.0005999999999999997
260,0.34578380440337686,0.00019999999999999985
261,0.34769887316704756,0.0005999999999999997
262,0.344322818448935,0.00019999999999999985
263,0.3426054006418212,0.0005999999999999997
264,0.3506995831578681,0.0005999999999999997
265,0.34698093399780006,0.00019999999999999985
266,0.3512074623943455,0.0016000000000000007
267,0.33987259370322753,0.00019999999999999985
268,0.34630295715546516,0.00019999999999999985
269,0.3520565192069238,0.0005999999999999997
270,0.3428429244320089,0.0008000000000000003
271,0.3388990519126774,0.00019999999999999985
272,0.3480025628451304,0.0004000000000000001
273,0.3446398444726547,0.0010000000000000002
274,0.3427509745454734,0.0004000000000000001
275,0.3403014543609282,0.0005999999999999997
276,0.33966739258411244,0.00019999999999999985
277,0.34548392712461506,0.0005999999999999997
278,0.34590714447673193,0.00019999999999999985
279,0.341018969055415,0.00019999999999999985
280,0.3505113176006639,0.00019999999999999985
281,0.3450688567009902,0.00019999999999999985
282,0.33723334230237234,0.00019999999999999985
283,0.34500334371673536,0.0008000000000000003
284,0.3390698062092306,0.0004000000000000001
285,0.33950417597716037,0.00019999999999999985
286,0.3459724849870486,0.00019999999999999985
287,0.3481772058231246,0.00019999999999999985
288,0.35000411024620565,0.0008000000000000003
289,0.3508160063786697,0.00019999999999999985
290,0.34738126625227567,0.0008000000000000003
291,0.34441247662581675,0.00019999999999999985
292,0.34287867340936873,0.0004000000000000001
293,0.337993344949939,0.00019999999999999985
294,0.3430211359527976,0.0004000000000000001
295,0.34146839778462756,0.00019999999999999985
296,0.3392469032420839,0.0005999999999999997
297,0.349088722828821,0.0004000000000000001
298,0.3380485908066557,0.0005999999999999997
299,0.34528718535369113,0.0004000000000000001
300,0.33701591158906957,0.0005999999999999997
301,0.34317317894300914,0.0004000000000000001
302,0.33883732326543775,0.00019999999999999985
303,0.3389185525138922,0.00019999999999999985
304,0.34097701672445735,0.00019999999999999985
305,0.3441796534596617,0.0014000000000000002
306,0.33713657820579856,0.00019999999999999985
307,0.34370795209718963,0.0004000000000000001
308,0.3434905760536652,0.00019999999999999985
309,0.34451384755883613,0.0004000000000000001
310,0.338322721438323,0.0005999999999999997
311,0.34349525853490137,0.0004000000000000001
312,0.34395111497324427,0.0004000000000000001
313,0.3406768909080913,0.0004000000000000001
314,0.34949912603502925,0.0004000000000000001
315,0.3451726338389377,0.0004000000000000001
316,0.3486947596394212,0.0005999999999999997
317,0.3452982234721415,0.0004000000000000001
318,0.3391080017279241,0.00019999999999999985
319,0.3380039637418294,0.0004000000000000001
320,0.345686033333459,0.00019999999999999985
321,0.3420958311930056,0.00019999999999999985
322,0.3455986085311109,0.00019999999999999985
323,0.3409471630993657,0.00019999999999999985
324,0.34430034430364387,0.00019999999999999985
325,0.34864479973222895,0.00019999999999999985
326,0.33772978095238193,0.00019999999999999985
327,0.349847564396232,0.00019999999999999985
328,0.34323966572860953,0.00019999999999999985
329,0.33811630884423755,0.0004000000000000001
330,0.34866332366362374,0.00019999999999999985
331,0.3427294453601121,0.00019999999999999985
332,0.3385191084622997,0.00019999999999999985
333,0.34463408638556836,0.00019999999999999985
334,0.34567941565186505,0.0004000000000000001
335,0.34380864518411974,0.0004000000000000001
336,0.3393159646424033,0.0004000000000000001
337,0.34762730530048763,0.0004000000000000001
338,0.3518129882582984,0.00019999999999999985
339,0.3498477671182172,0.0005999999999999997
340,0.33933858682034623,0.0004000000000000001
341,0.3371325505353454,0.0008000000000000003
342,0.3519078706239277,0.0004000000000000001
343,0.3493521647392005,0.00019999999999999985
344,0.34034032170259737,0.0004000000000000001
345,0.350543495983032,0.0004000000000000001
346,0.3410324602519172,0.0004000000000000001
347,0.34237440264691793,0.0004000000000000001
348,0.34122091542702804,0.00019999999999999985
349,0.34978039843794995,0.0004000000000000001
350,0.35105234075964975,0.00019999999999999985
351,0.3480359232966813,0.00019999999999999985
352,0.3408285834176429,0.00019999999999999985
353,0.33837076785514264,0.0004000000000000001
354,0.34367095006377585,0.00019999999999999985
355,0.3519972544947716,0.0005999999999999997
356,0.3384433113989549,0.00019999999999999985
357,0.3467164802296422,0.0004000000000000001
358,0.3402894254206169,0.0004000000000000001
359,0.340202571603746,0.0004000000000000001
360,0.3488245919886611,0.0004000000000000001
361,0.3483851048134256,0.0004000000000000001
362,0.3517581895948865,0.0005999999999999997
363,0.35179306969603014,0.0004000000000000001
364,0.3517210185244951,0.00019999999999999985
365,0.3435682684719107,0.0004000000000000001
366,0.33812367109181496,0.00019999999999999985
367,0.34994987909294456,0.00019999999999999985
368,0.34821031944046554,0.0016000000000000007
369,0.35102116624522584,0.00019999999999999985
370,0.3479022954612942,0.0004000000000000001
371,0.34343390649485017,0.00019999999999999985
372,0.34887600288893666,0.0005999999999999997
373,0.3510401323739633,0.00019999999999999985
374,0.34136452295213243,0.0004000000000000001
375,0.3451599249351598,0.0008000000000000003
376,0.3470305992308861,0.00019999999999999985
377,0.34361571816295766,0.0004000000000000001
378,0.337623726480222,0.00019999999999999985
379,0.3473129806212107,0.0005999999999999997
380,0.3445107122836022,0.0008000000000000003
381,0.3420319299863985,0.00019999999999999985
382,0.349313284491041,0.00019999999999999985
383,0.33905645461957357,0.0004000000000000001
384,0.3405429000648954,0.00019999999999999985
385,0.34539423524305823,0.00019999999999999985
386,0.3425390553278075,0.00019999999999999985
387,0.3392402277111626,0.00019999999999999985
388,0.34486728188465415,0.00019999999999999985
389,0.3465556262351678,0.00019999999999999985
390,0.3420006810776726,0.00019999999999999985
391,0.3510430550200009,0.00019999999999999985
392,0.34416115456318397,0.0005999999999999997
393,0.34990751795650493,0.00019999999999999985
394,0.3444580299525142,0.00019999999999999985
395,0.340461279261149,0.0004000000000000001
396,0.3399887511405011,0.0004000000000000001
397,0.3403214152120809,0.00019999999999999985
398,0.3443389968554161,0.0004000000000000001
399,0.34317922856354355,0.0004000000000000001
400,0.3430820329505347,0.00019999999999999985
401,0.34152775654899414,0.00019999999999999985
402,0.34898064425895586,0.0004000000000000001
403,0.35087874760035836,0.0005999999999999997
404,0.34344606379767295,0.00019999999999999985
405,0.3388711601568199,0.0004000000000000001
406,0.3476948127864711,0.0008000000000000003
407,0.34340366396027866,0.0005999999999999997
408,0.3509349449510706,0.0004000000000000001
409,0.33962788111983,0.00019999999999999985
410,0.34425561323748555,0.00019999999999999985
411,0.3467106650644285,0.0004000000000000001
412,0.34310926056999413,0.0005999999999999997
413,0.3506493523134752,0.00019999999999999985
414,0.34955372503281706,0.00019999999999999985
415,0.3508300368081494,0.00019999999999999985
